iter	Passed	Remaining
221	800	2804
222	812	2831
223	819	2837
224	821	2830
225	824	2823
226	826	2815
227	833	2820
228	835	2811
229	836	2801
230	838	2791
231	840	2780
232	841	2770
233	843	2761
234	847	2757
235	848	2748
236	850	2738
237	852	2729
238	854	2719
239	855	2710
240	857	2701
241	861	2698
242	863	2689
243	865	2680
244	866	2671
245	868	2662
246	870	2653
247	871	2644
248	873	2633
249	876	2629
250	878	2621
251	880	2612
252	881	2603
253	883	2595
254	885	2586
255	887	2578
256	889	2570
257	892	2565
258	893	2557
259	895	2549
260	897	2541
261	899	2533
262	901	2525
263	903	2517
264	906	2515
265	908	2507
266	910	2499
267	912	2491
268	914	2484
269	916	2476
270	917	2469
271	921	2467
272	923	2459
273	925	2452
274	927	2444
275	929	2436
276	930	2429
277	932	2421
278	936	2419
279	938	2412
280	940	2405
281	941	2397
282	943	2390
283	945	2382
284	947	2375
285	950	2373
286	953	2367
287	955	2361
288	956	2354
289	958	2347
290	960	2340
291	962	2333
292	964	2327
293	967	2324
294	969	2317
295	971	2310
296	973	2303
297	974	2296
298	976	2289
299	978	2283
300	982	2281
301	984	2275
302	986	2268
303	988	2262
304	989	2255
305	991	2249
306	993	2242
307	997	2241
308	999	2234
309	1001	2228
310	1002	2221
311	1004	2214
312	1006	2208
313	1007	2202
314	1010	2196
315	1013	2193
316	1015	2187
317	1017	2181
318	1018	2174
319	1020	2168
320	1022	2162
321	1024	2156
322	1028	2154
323	1029	2148
324	1031	2142
325	1033	2136
326	1034	2130
327	1036	2123
328	1038	2117
329	1041	2114
330	1043	2109
331	1045	2103
332	1046	2097
333	1048	2090
334	1050	2084
335	1052	2079
336	1053	2073
337	1057	2071
338	1059	2066
339	1061	2060
340	1063	2054
341	1064	2048
342	1066	2042
343	1068	2036
344	1071	2033
345	1073	2029
346	1075	2023
347	1077	2018
348	1079	2012
349	1081	2007
350	1082	2002
351	1085	1997
352	1088	1994
353	1089	1988
354	1091	1983
355	1093	1977
356	1095	1972
357	1096	1966
358	1098	1961
359	1102	1959
360	1104	1954
361	1106	1949
362	1107	1943
363	1109	1938
364	1111	1933
365	1112	1927
366	1115	1923
367	1118	1920
368	1119	1915
369	1121	1909
370	1123	1904
371	1125	1899
372	1126	1894
373	1128	1888
374	1132	1887
375	1134	1882
376	1135	1877
377	1137	1872
378	1139	1867
379	1141	1861
380	1142	1856
381	1146	1854
382	1148	1850
383	1150	1845
384	1152	1841
385	1159	1844
386	1171	1854
387	1199	1892
388	1211	1902
389	1215	1900
390	1226	1910
391	1229	1906
392	1231	1901
393	1233	1896
394	1234	1891
395	1237	1887
396	1241	1885
397	1243	1880
398	1245	1875
399	1246	1870
400	1248	1865
401	1252	1862
402	1254	1859
403	1256	1853
404	1258	1848
405	1260	1843
406	1262	1838
407	1263	1833
408	1268	1832
409	1270	1828
410	1272	1823
411	1274	1819
412	1277	1815
413	1279	1811
414	1284	1811
415	1286	1806
416	1288	1801
417	1290	1796
418	1292	1791
419	1293	1786
420	1296	1782
421	1298	1779
422	1300	1774
423	1302	1769
424	1304	1765
425	1305	1759
426	1307	1754
427	1309	1750
428	1314	1749
429	1316	1744
430	1317	1739
431	1320	1735
432	1321	1730
433	1323	1726
434	1326	1722
435	1328	1718
436	1330	1714
437	1331	1709
438	1333	1704
439	1335	1699
440	1337	1694
441	1339	1690
442	1342	1687
443	1344	1683
444	1346	1678
445	1348	1674
446	1349	1669
447	1351	1665
448	1353	1660
449	1355	1656
450	1357	1652
451	1359	1648
452	1360	1643
453	1362	1638
454	1364	1634
455	1366	1630
456	1368	1625
457	1371	1623
458	1373	1619
459	1375	1614
460	1377	1610
461	1378	1605
462	1380	1601
463	1382	1596
464	1383	1592
465	1386	1589
466	1388	1584
467	1390	1580
468	1392	1576
469	1393	1571
470	1395	1567
471	1397	1563
472	1401	1561
473	1402	1556
474	1404	1552
475	1406	1548
476	1408	1544
477	1410	1539
478	1411	1535
479	1413	1531
480	1417	1529
481	1419	1525
482	1420	1520
483	1422	1516
484	1424	1512
485	1425	1508
486	1427	1503
487	1430	1501
488	1433	1497
489	1434	1493
490	1436	1489
491	1438	1485
492	1440	1481
493	1441	1476
494	1443	1472
495	1447	1470
496	1449	1467
497	1451	1463
498	1453	1459
499	1455	1455
500	1457	1452
501	1461	1450
502	1463	1446
503	1465	1442
504	1467	1438
505	1469	1434
506	1470	1430
507	1472	1426
508	1475	1423
509	1478	1420
510	1480	1416
511	1481	1412
512	1483	1408
513	1485	1404
514	1487	1400
515	1488	1396
516	1492	1394
517	1494	1390
518	1496	1386
519	1497	1382
520	1499	1378
521	1501	1374
522	1503	1370
523	1505	1368
524	1508	1364
525	1509	1360
526	1511	1356
527	1512	1352
528	1514	1348
529	1516	1344
530	1518	1340
531	1521	1338
532	1523	1335
533	1525	1331
534	1527	1327
535	1528	1323
536	1530	1319
537	1532	1315
538	1534	1312
539	1538	1310
540	1539	1306
541	1541	1302
542	1543	1298
543	1544	1295
544	1546	1291
545	1548	1287
546	1556	1289
547	1571	1296
548	1582	1300
549	1589	1300
550	1600	1304
551	1602	1300
552	1604	1296
553	1606	1293
554	1608	1289
555	1610	1286
556	1615	1284
557	1617	1281
558	1619	1277
559	1621	1273
560	1623	1270
561	1625	1266
562	1626	1262
563	1631	1261
564	1632	1257
565	1634	1253
566	1636	1249
567	1638	1245
568	1639	1242
569	1641	1238
570	1644	1235
571	1646	1232
572	1648	1228
573	1650	1224
574	1652	1221
575	1654	1217
576	1656	1214
577	1658	1210
578	1661	1208
579	1663	1204
580	1665	1200
581	1666	1197
582	1668	1193
583	1670	1189
584	1671	1185
585	1674	1183
586	1676	1179
587	1678	1176
588	1680	1172
589	1681	1168
590	1683	1165
591	1685	1161
592	1687	1157
593	1690	1155
594	1692	1152
595	1694	1148
596	1696	1145
597	1698	1141
598	1699	1137
599	1700	1133
600	1702	1130
601	1706	1128
602	1708	1124
603	1710	1121
604	1711	1117
605	1713	1114
606	1715	1110
607	1717	1107
608	1721	1105
609	1725	1102
610	1727	1099
611	1730	1096
612	1732	1093
613	1735	1091
614	1737	1087
615	1739	1084
616	1741	1080
617	1743	1077
618	1745	1074
619	1747	1070
620	1751	1069
621	1753	1065
622	1754	1061
623	1756	1058
624	1758	1054
625	1760	1051
626	1761	1048
627	1764	1045
628	1767	1042
629	1768	1038
630	1770	1035
631	1772	1031
632	1773	1028
633	1775	1025
634	1777	1021
635	1781	1019
636	1783	1016
637	1785	1012
638	1786	1009
639	1788	1006
640	1790	1002
641	1791	999
642	1794	996
643	1797	993
644	1798	990
645	1800	986
646	1802	983
647	1804	979
648	1805	976
649	1807	973
650	1811	971
651	1812	967
652	1814	964
653	1816	961
654	1818	957
655	1819	954
656	1821	951
657	1824	948
658	1827	945
659	1829	942
660	1831	939
661	1832	935
662	1834	932
663	1836	929
664	1838	925
665	1841	923
666	1843	920
667	1845	917
668	1846	913
669	1848	910
670	1850	907
671	1852	904
672	1854	901
673	1857	898
674	1859	895
675	1861	892
676	1862	888
677	1864	885
678	1866	882
679	1868	879
680	1871	876
681	1873	873
682	1875	870
683	1876	867
684	1878	863
685	1880	860
686	1882	857
687	1883	854
688	1887	851
689	1888	848
690	1890	845
691	1892	842
692	1894	839
693	1895	835
694	1897	832
695	1900	830
696	1903	827
697	1905	824
698	1906	821
699	1908	817
700	1910	814
701	1911	811
702	1913	808
703	1917	806
704	1919	803
705	1920	799
706	1922	796
707	1924	793
708	1926	790
709	1928	787
710	1932	785
711	1933	782
712	1935	779
713	1937	775
714	1938	772
715	1940	769
716	1942	766
717	1944	763
718	1947	761
719	1949	758
720	1951	755
721	1953	752
722	1954	748
723	1956	745
724	1958	742
725	1963	741
726	1982	744
727	1984	741
728	1986	738
729	1988	735
730	1998	735
731	2000	732
732	2002	729
733	2004	726
734	2008	724
735	2011	721
736	2014	718
737	2019	717
738	2022	714
739	2027	712
740	2029	709
741	2031	706
742	2033	703
743	2035	700
744	2037	697
745	2041	694
746	2042	691
747	2044	688
748	2046	685
749	2048	682
750	2049	679
751	2051	676
752	2054	674
753	2057	671
754	2058	668
755	2060	665
756	2062	661
757	2064	658
758	2065	655
759	2067	652
760	2071	650
761	2072	647
762	2074	644
763	2076	641
764	2078	638
765	2079	635
766	2081	632
767	2084	629
768	2086	626
769	2088	623
770	2090	620
771	2091	617
772	2093	614
773	2095	611
774	2096	608
775	2101	606
776	2102	603
777	2104	600
778	2106	597
779	2108	594
780	2109	591
781	2111	588
782	2113	585
783	2116	583
784	2118	580
785	2120	577
786	2122	574
787	2124	571
788	2126	568
789	2130	566
790	2132	563
791	2134	560
792	2136	557
793	2138	554
794	2139	551
795	2141	548
796	2144	546
797	2146	543
798	2148	540
799	2150	537
800	2152	534
801	2153	531
802	2155	528
803	2157	525
804	2160	523
805	2162	520
806	2164	517
807	2166	514
808	2167	511
809	2169	508
810	2171	505
811	2173	503
812	2175	500
813	2177	497
814	2179	494
815	2181	492
816	2184	489
817	2186	486
818	2191	484
819	2193	481
820	2195	478
821	2197	475
822	2199	473
823	2201	470
824	2204	467
825	2206	464
826	2209	462
827	2211	459
828	2213	456
829	2217	454
830	2220	451
831	2222	448
832	2224	445
833	2226	443
834	2228	440
835	2230	437
836	2233	434
837	2235	432
838	2237	429
839	2239	426
840	2241	423
841	2243	421
842	2247	418
843	2248	415
844	2251	412
845	2253	410
846	2255	407
847	2259	405
848	2262	402
849	2263	399
850	2265	396
851	2267	393
852	2269	391
853	2271	388
854	2276	385
855	2278	383
856	2279	380
857	2281	377
858	2283	374
859	2285	372
860	2287	369
861	2290	366
862	2293	364
863	2295	361
864	2296	358
865	2299	355
866	2301	353
867	2305	350
868	2306	347
869	2308	344
870	2310	342
871	2312	339
872	2313	336
873	2315	333
874	2318	331
875	2320	328
876	2321	325
877	2323	322
878	2325	320
879	2326	317
880	2328	314
881	2330	311
882	2333	309
883	2336	306
884	2337	303
885	2339	301
886	2341	298
887	2342	295
888	2344	292
889	2346	289
890	2350	287
891	2352	284
892	2354	282
893	2356	279
894	2357	276
895	2359	273
896	2361	271
897	2367	268
898	2386	268
899	2389	265
900	2393	262
901	2398	260
902	2400	257
903	2402	255
904	2404	252
905	2405	249
906	2407	246
907	2411	244
908	2413	241
909	2416	238
910	2417	236
911	2419	233
912	2421	230
913	2422	227
914	2426	225
915	2428	222
916	2430	219
917	2432	217
918	2433	214
919	2435	211
920	2437	209
921	2439	206
922	2443	203
923	2444	201
924	2446	198
925	2448	195
926	2450	192
927	2451	190
928	2453	187
929	2457	184
930	2459	182
931	2461	179
932	2463	176
933	2464	174
934	2466	171
935	2468	168
936	2470	166
937	2473	163
938	2475	160
939	2477	158
940	2479	155
941	2481	152
942	2483	150
943	2486	147
944	2488	144
945	2490	142
946	2492	139
947	2493	136
948	2495	134
949	2497	131
950	2499	128
951	2504	126
952	2506	123
953	2507	120
954	2509	118
955	2511	115
956	2512	112
957	2514	110
958	2518	107
959	2519	104
960	2521	102
961	2523	99
962	2524	97
963	2526	94
964	2528	91
965	2529	89
966	2533	86
967	2535	83
968	2537	81
969	2538	78
970	2540	75
971	2542	73
972	2543	70
973	2546	67
974	2548	65
975	2550	62
976	2552	60
977	2553	57
978	2555	54
979	2557	52
980	2558	49
981	2564	47
982	2566	44
983	2568	41
984	2570	39
985	2571	36
986	2573	33
987	2575	31
988	2578	28
989	2580	26
990	2582	23
991	2584	20
992	2585	18
993	2588	15
994	2589	13
995	2593	10
996	2595	7
997	2597	5
998	2599	2
999	2601	0
